"B2828767";"AP142987";"GN20323992";18/12/2013 0:00:00
"B2828783";"AP142269";"GN20323992";18/12/2013 0:00:00
"B2834567";"AP180535";"GN20466690";29/11/2013 0:00:00
"B2834664";"AP220263";"GN20437931";13/12/2013 0:00:00
"B2834665";"AP221053";"GN20437931";13/12/2013 0:00:00
"B2834928";"AP184551";"GN20466735";2/12/2013 0:00:00
"B2834929";"AP185993";"GN20466735";2/12/2013 0:00:00
"B2841093";"AP175983";"GN20466648";28/11/2013 0:00:00
"B2842434";"AP177639";"GN20466648";28/11/2013 0:00:00
"B2842435";"AP176414";"GN20466648";28/11/2013 0:00:00
"B2854398";"AP226171";"GN20437992";16/12/2013 0:00:00
"B2854399";"AP226722";"GN20437992";16/12/2013 0:00:00
"B2863002";"AP153916";"GN20324115";21/11/2013 0:00:00
"B2863105";"AP156227";"GN20324115";21/11/2013 0:00:00
"B2863166";"AP159024";"GN20324155";22/11/2013 0:00:00
"B2863167";"AP160265";"GN20324155";22/11/2013 0:00:00
"B2863831";"AP164307";"GN20323660";25/11/2013 0:00:00
"B2863912";"AP162485";"GN20323660";25/11/2013 0:00:00
"B2863930";"AP167049";"GN20466551";26/11/2013 0:00:00
"B2863931";"AP168643";"GN2046651";26/11/2013 0:00:00
"B2863944";"AP171640";"GN20466596";27/11/2013 0:00:00
"B2863954";"AP172426";"GN20466596";27/11/2013 0:00:00
"B2863955";"AP172430";"GN20466596";27/11/2013 0:00:00
"B2863982";"AP165486";"GN20323660";25/11/2013 0:00:00
"B2866087";"AP217378";"GN20437892";12/12/2013 0:00:00
"B2866088";"AP218439";"GN20437892";12/12/2013 0:00:00
"B2866156";"AP192447";"GN20466819";4/12/2013 0:00:00
"B2866170";"AP194212";"GN20466819";4/12/2013 0:00:00
"B2866171";"AP194872";"GN20466819";4/12/2013 0:00:00
"B2866376";"AP203931";"GN20466944";9/12/2013 0:00:00
"B2866377";"AP204847";"GN20466944";9/12/2013 0:00:00
"B2866921";"AP190126";"GN20466781";3/12/2013 0:00:00
"B2891733";"AP200424";"GN20466906";6/12/2013 0:00:00
"B2891747";"AP199345";"GN20466906";6/12/2013 0:00:00
"B2892758";"AP187272";"GN20466781";3/12/2013 0:00:00
"B2931813";"AP234223";"GN20476962";18/12/2013 0:00:00
"B2949312";"AP229917";"GN20476916";17/12/2013 0:00:00
"B2949423";"AP231962";"GN20476916";17/12/2013 0:00:00
"B2949424";"AP229038";"GN20476916";17/12/2013 0:00:00
"B2949894";"AP242529";"GN20319827";21/12/2013 0:00:00
"B2978669";"AP249790";"GN20744060";26/12/2013 0:00:00
"B2980803";"AP252332";"GN20744060";26/12/2013 0:00:00
"B2980818";"AP252721";"GN20744060";26/12/2013 0:00:00
"B2980819";"AP254063";"GN20744060";26/12/2013 0:00:00
"B2980889";"AP257395";"GN20744118";27/12/2013 0:00:00
"B2981400";"AP247667";"GN20744032";23/12/2013 0:00:00
"B2981452";"AP245495";"GN20744032";23/12/2013 0:00:00
"B2981453";"AP245498";"GN20744032";23/12/2013 0:00:00
"B2982928";"AP235269";"GN20476962";18/12/2013 0:00:00
"B2982929";"AP236214";"GN20124842";18/12/2013 0:00:00
"B2982985";"AP238630";"GN20437736";19/12/2013 0:00:00
"B2982991";"AP238283";"GN20437736";19/12/2013 0:00:00
"B3021272";"AP334710";"GN20795858";22/1/2014 0:00:00
"B3033492";"AP514941";"GN21247921";19/3/2014 0:00:00
"B3033493";"AP517855";"GN21247921";19/3/2014 0:00:00
"B3033512";"AP511154";"GN21247872";18/3/2014 0:00:00
"B3033513";"AP511158";"GN21247872";18/3/2014 0:00:00
"B3057540";"AP525295";"GN21248016";21/3/2014 0:00:00
"B3065869";"AP518902";"GN21247968";20/3/2014 0:00:00
"B3065870";"AP521673";"GN21247968";20/3/2014 0:00:00
"B3076235";"AP457515";"GN21043433";26/2/2014 0:00:00
"B3076261";"AP465181";"GN21043520";28/2/2014 0:00:00
"B3076262";"AP464179";"GN21043520";28/3/2014 0:00:00
"B3076274";"AP455511";"GN21043433";26/2/2014 0:00:00
"B3076396";"AP461367";"GN21043477";27/2/2014 0:00:00
"B3076397";"AP459309";"GN21043477";27/2/2014 0:00:00
"B3080348";"AP523529";"GN21248016";21/3/2014 0:00:00
"B3244769";"AQ466347";"GN23258836";23/1/2015 0:00:00
"B3253238";"AP957488";"GN22260850";14/8/2014 0:00:00
"B3253240";"AP962792";"GN22260906";15/8/2014 0:00:00
"B3253241";"A966578";"GN22260965";19/8/2014 0:00:00
"B3253242";"AP968649";"GN22260965";19/8/2014 0:00:00
"B3253243";"AP971516";"GN22261023";20/8/2014 0:00:00
"B3253244";"AP973295";"GN22261023";20/8/2014 0:00:00
"B3253245";"AP973690";"GN22261036";21/8/2014 0:00:00
"B3253246";"AP975631";"GN22261061";21/8/2014 0:00:00
"B3253247";"AP976982";"GN22261061";21/8/2014 0:00:00
"B3253248";"AP976318";"GN22261061";21/8/2014 0:00:00
"B3253249";"AP979699";"GN22261132";22/8/2014 0:00:00
"B3253250";"AP980366";"GN22261132";22/8/2014 0:00:00
"B3253251";"AP981395";"GN22261172";22/8/2014 0:00:00
"B3253253";"AP985442";"GN22261516";27/8/2014 0:00:00
"B3253380";"AP986703";"GN22261516";27/8/2014 0:00:00
"B3253381";"AP989369";"GN22261487";27/8/2014 0:00:00
"B3253382";"AP991684";"GN22261488";27/8/2014 0:00:00
"B3253383";"AP992748";"GN22261301";28/8/2014 0:00:00
"B3253384";"AP996288";"GN22261359";28/8/2014 0:00:00
"B3253385";"AP996804";"GN22261359";28/8/2014 0:00:00
"B3253386";"AP996651";"GN22261359";28/8/2014 0:00:00
"B3253400";"AP988642";"GN22261516";27/8/2014 0:00:00
"B3254027";"AP959367";"GN22260850";14/8/2014 0:00:00
"B3254180";"AP963337";"GN22260906";15/8/2014 0:00:00
"B3254183";"AP960664";"GN22260906";15/8/2014 0:00:00
"B3254281";"AP982457";"GN22261205";22/8/2014 0:00:00
"B3254675";"AP981394";"GN22261187";22/8/2014 0:00:00
"B3424620";"aq540165";"GN23426504";9/2/2015 0:00:00
"B3424633";"aq542216";"GN23426504";9/2/2015 0:00:00
"B3542987";"AQ897677";"GN23354163";29/4/2015 0:00:00
"B3546640";"AQ898260";"GN23354163";29/4/2015 0:00:00
"B3546641";"AQ898880";"GN63354163";29/4/2015 0:00:00
"B3546653";"AQ900108";"GN23354163";29/4/2015 0:00:00
"B3546655";"AQ901347";"GN23354163";29/4/2015 0:00:00
"B3546656";"AQ899623";"GN23354163";29/4/2015 0:00:00
"B3546658";"AQ902981";"GN23354169";29/4/2015 0:00:00
"B3571036";"AR212716";"GN83908296";6/7/2015 0:00:00
"B3571623";"AR228200";"GN83919649";8/7/2015 0:00:00
"B3571665";"AR231759";"GN8392098";9/7/2015 0:00:00
"b3571863";"AR228277";"GN83919649";8/7/2015 0:00:00
"B3571872";"AR230393";"GN83926797";9/7/2015 0:00:00
"B3571904";"AR221188";"GN83913827";7/7/2015 0:00:00
